transfer date,month,day,transfer season,from club name,to club name,transfer fee,market value,player name,country,position,team,league,age,birth year,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
2024,7,26,24/25,Stade Rennais,R. Strasbourg,6000000,7000000,Guela Doué,CIV,DF,Rennes,fr Ligue 1,20,2002,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.5,0.5,1.1,1.6,41,53,85,0,0.15,0.15,0,0.15,0.04,0.08,0.12,0.04,0.12
2024,7,1,24/25,Man Utd,Benfica,6000000,7000000,Álvaro Carreras,ESP,"MF,FW",Granada,es La Liga,20,2003,13,5,475,5.3,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,13,14,31,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15
2024,7,1,24/25,Barcelona,Chelsea,6000000,7500000,Marc Guiu,ESP,"FW,MF",Barcelona,es La Liga,17,2006,3,1,74,0.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1,1,1,8,1.22,0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24
2024,7,20,24/25,Sheff Utd,Leeds,5950000,3800000,Jayden Bogle,ENG,DF,Sheffield Utd,eng Premier League,23,2000,34,32,2788,31,3,0,3,3,0,0,9,0,2.3,2.3,1,3.3,38,60,92,0.1,0,0.1,0.1,0.1,0.07,0.03,0.11,0.07,0.11
2024,8,23,24/25,Crystal Palace,Leicester,5900000,4000000,Jordan Ayew,GHA,"FW,MF",Crystal Palace,eng Premier League,31,1991,35,30,2543,28.3,4,7,11,4,0,0,9,1,3.9,3.9,4.2,8.1,74,63,173,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29
2024,7,1,24/25,Luton,Aston Villa,5900000,8000000,Ross Barkley,ENG,MF,Luton Town,eng Premier League,29,1993,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48,163,39,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27
2024,7,1,24/25,Hammarby,FC Lorient,5700000,2500000,Nathaniel Adjei,GHA,DF,Lorient,fr Ligue 1,20,2002,15,14,1243,13.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,10,34,4,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03
2025,1,27,24/25,Montpellier,Sevilla FC,5500000,9000000,Akor Adams,NGA,FW,Montpellier,fr Ligue 1,23,2000,32,27,2252,25,8,1,9,8,0,0,2,0,12.4,12.4,1.9,14.3,40,17,127,0.32,0.04,0.36,0.32,0.36,0.5,0.07,0.57,0.5,0.57
2024,7,1,24/25,RB Leipzig,AS Roma,5200000,8000000,Angeliño,ESP,DF,Roma,it Serie A,26,1997,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,12,40,55,0,0.08,0.08,0,0.08,0.01,0.12,0.14,0.01,0.14
2025,2,3,24/25,Paris SG,Fiorentina,5000000,4000000,Cher Ndour,ITA,MF,Paris S-G,fr Ligue 1,19,2004,3,0,28,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2024,8,30,24/25,FC Empoli,Torino,5000000,2500000,Sebastian Walukiewicz,POL,DF,Empoli,it Serie A,23,2000,27,23,2055,22.8,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,14,45,5,0,0,0,0,0,0.01,0,0.01,0.01,0.01
2024,8,30,24/25,Tottenham,Real Betis,5000000,16000000,Giovani Lo Celso,ARG,MF,Tottenham,eng Premier League,27,1996,22,4,506,5.6,2,2,4,2,0,0,2,0,0.6,0.6,1.9,2.5,25,68,29,0.36,0.36,0.71,0.36,0.71,0.1,0.34,0.45,0.1,0.45
2024,8,29,24/25,FC Nantes,Wolves,5000000,800000,Bastien Meupiyou,FRA,DF,Nantes,fr Ligue 1,17,2006,1,1,8,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,8,22,24/25,Burnley,Lens,5000000,9000000,Anass Zaroury,MAR,"FW,MF",Burnley,eng Premier League,22,2000,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,2,2,12,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12
2024,8,3,24/25,Ferencváros,Spartak Moscow,5000000,4000000,Marquinhos,BRA,"FW,MF",Nantes,fr Ligue 1,20,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1,2,4,11,0,0,0,0,0,0.15,0.43,0.58,0.15,0.58
2024,7,31,24/25,AC Milan,Monza,5000000,4500000,Daniel Maldini,ITA,"MF,FW",Monza,it Serie A,21,2001,11,2,333,3.7,4,1,5,4,0,0,0,0,1.3,1.3,1.2,2.4,15,10,22,1.08,0.27,1.35,1.08,1.35,0.34,0.31,0.65,0.34,0.65
2024,7,25,24/25,Marseille,OGC Nice,5000000,12000000,Jonathan Clauss,FRA,DF,Marseille,fr Ligue 1,30,1992,27,25,2068,23,3,4,7,3,0,0,2,1,1.3,1.3,4.6,5.9,59,137,172,0.13,0.17,0.3,0.13,0.3,0.06,0.2,0.26,0.06,0.26
2024,7,17,24/25,Atalanta BC,Cagliari,5000000,3000000,Nadir Zortea,ITA,DF,Frosinone,it Serie A,24,1999,14,14,1258,14,1,5,6,1,0,0,3,0,0.4,0.4,2.8,3.3,31,42,71,0.07,0.36,0.43,0.07,0.43,0.03,0.2,0.23,0.03,0.23
2024,7,1,24/25,E. Frankfurt,FC Augsburg,5000000,6500000,Kristijan Jakic,CRO,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,4,1,200,2.2,0,0,0,0,0,0,1,0,0,0,0.2,0.2,3,11,9,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1
2024,7,1,24/25,Man City,Wolves,5000000,10000000,Tommy Doyle,ENG,MF,Wolves,eng Premier League,21,2001,26,11,1222,13.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,21,81,17,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
2024,7,1,24/25,Union Berlin,VfB Stuttgart,5000000,9000000,Jamie Leweling,GER,"FW,MF",Stuttgart,de Bundesliga,22,2001,34,17,1523,16.9,4,4,8,4,0,0,3,0,6.1,6.1,3.2,9.3,65,35,172,0.24,0.24,0.47,0.24,0.47,0.36,0.19,0.55,0.36,0.55
2024,7,1,24/25,Werder Bremen,SC Freiburg,5000000,12000000,Eren Dinkçi,GER,"FW,MF",Heidenheim,de Bundesliga,21,2001,33,33,2650,29.4,10,5,15,10,0,0,8,0,4.3,4.3,3.7,8,85,89,143,0.34,0.17,0.51,0.34,0.51,0.15,0.13,0.27,0.15,0.27
2024,7,1,24/25,VfL Bochum,SC Freiburg,4800000,7000000,Patrick Osterhage,GER,MF,Bochum,de Bundesliga,23,2000,24,21,1861,20.7,2,1,3,2,0,0,5,0,1.4,1.4,0.8,2.2,26,64,65,0.1,0.05,0.15,0.1,0.15,0.07,0.04,0.11,0.07,0.11
2024,7,1,24/25,Olympique Lyon,Werder Bremen,4750000,4000000,Skelly Alvero,FRA,MF,Lyon,fr Ligue 1,21,2002,8,6,426,4.7,1,0,1,1,0,0,2,0,0.4,0.4,0,0.4,3,27,13,0.21,0,0.21,0.21,0.21,0.09,0,0.09,0.09,0.09
2025,1,10,24/25,VfL Wolfsburg,RB Leipzig,4500000,7000000,Ridle Baku,GER,"DF,MF",Wolfsburg,de Bundesliga,25,1998,33,22,2013,22.4,1,0,1,1,0,0,4,0,1.8,1.8,3,4.8,37,85,130,0.04,0,0.04,0.04,0.04,0.08,0.13,0.21,0.08,0.21
2024,8,30,24/25,Olympique Lyon,Stade Brestois,4500000,4000000,Mama Baldé,GNB,"FW,MF",Lyon,fr Ligue 1,27,1995,20,4,551,6.1,2,3,5,2,0,0,1,0,3.4,3.4,2.3,5.7,23,11,73,0.33,0.49,0.82,0.33,0.82,0.55,0.38,0.94,0.55,0.94
2024,7,22,24/25,Sheff Utd,FC Basel,4500000,4000000,Benie Traoré,CIV,"FW,MF",Sheffield Utd,eng Premier League,20,2002,8,3,387,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,7,9,14,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19
2024,7,1,24/25,AS Roma,Como,4500000,5000000,Andrea Belotti,ITA,FW,Fiorentina,it Serie A,29,1993,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10,15,60,0.28,0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41
2024,7,1,24/25,Hertha BSC,Hellas Verona,4500000,5000000,Suat Serdar,GER,MF,Hellas Verona,it Serie A,26,1997,25,19,1659,18.4,0,2,2,0,0,0,7,0,1,1,1.4,2.4,20,68,36,0,0.11,0.11,0,0.11,0.05,0.07,0.13,0.05,0.13
2024,7,1,24/25,Leeds,Real Betis,4500000,9000000,Marc Roca,ESP,MF,Betis,es La Liga,26,1996,26,24,1980,22,2,2,4,2,0,0,5,0,1.1,1.1,1.4,2.5,24,126,20,0.09,0.09,0.18,0.09,0.18,0.05,0.06,0.12,0.05,0.12
2024,7,1,24/25,EC Bahia,Lens,4500000,2000000,Jhoanner Chávez,ECU,DF,Lens,fr Ligue 1,21,2002,8,6,481,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,4,15,19,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14
2024,7,1,24/25,AZ Alkmaar,Bologna,4280000,4500000,Jens Odgaard,DEN,"FW,MF",Bologna,it Serie A,24,1999,10,5,431,4.8,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.5,9,9,30,0.42,0,0.42,0.42,0.42,0.31,0.01,0.32,0.31,0.32
2024,7,20,24/25,Darmstadt 98,Birmingham,4150000,3000000,Christoph Klarer,AUT,DF,Darmstadt 98,de Bundesliga,23,2000,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9,64,11,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08
2024,9,4,24/25,Marseille,Olympique Lyon,4000000,15000000,Jordan Veretout,FRA,MF,Marseille,fr Ligue 1,30,1993,29,24,2183,24.3,1,2,3,1,0,0,4,0,2.9,2.9,5,7.9,53,194,81,0.04,0.08,0.12,0.04,0.12,0.12,0.21,0.33,0.12,0.33
2024,8,30,24/25,Sassuolo,Rangers,4000000,4500000,Nedim Bajrami,ALB,"MF,FW",Sassuolo,it Serie A,24,1999,28,15,1310,14.6,2,2,4,2,0,0,0,0,2.5,2.5,2.2,4.7,51,49,70,0.14,0.14,0.27,0.14,0.27,0.17,0.15,0.33,0.17,0.33
2024,8,30,24/25,Stade Reims,Stade Brestois,4000000,5000000,Kamory Doumbia,MLI,MF,Brest,fr Ligue 1,20,2003,25,7,879,9.8,6,5,11,6,0,0,1,0,4.2,4.2,0.9,5,22,48,43,0.61,0.51,1.13,0.61,1.13,0.43,0.09,0.52,0.43,0.52
2024,8,24,24/25,Clermont Foot,Trabzonspor,4000000,6000000,Muhammed Cham,AUT,"MF,FW",Clermont Foot,fr Ligue 1,22,2000,33,29,2554,28.4,8,4,12,4,4,5,4,0,9.4,5.5,3.1,8.7,71,161,142,0.28,0.14,0.42,0.14,0.28,0.33,0.11,0.44,0.19,0.31
2024,8,17,24/25,RCD Mallorca,Krasnodar,4000000,3000000,Giovanni González,URU,DF,Mallorca,es La Liga,28,1994,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.5,0.5,1.4,1.8,28,91,95,0.04,0.04,0.07,0.04,0.07,0.02,0.05,0.07,0.02,0.07
2024,8,13,24/25,Real Betis,Villarreal,4000000,7000000,Ayoze Pérez,ESP,FW,Betis,es La Liga,30,1993,31,29,2294,25.5,9,1,10,9,0,0,4,0,7.4,7.4,3.9,11.3,90,80,175,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44
2024,8,6,24/25,Inter,Sevilla FC,4000000,6000000,Lucien Agoume,FRA,MF,Inter,it Serie A,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7,13,24/25,Inter,Venezia,4000000,4000000,Gaetano Oristanio,ITA,"FW,MF",Cagliari,it Serie A,20,2002,25,11,1104,12.3,2,1,3,2,0,0,1,0,1.8,1.8,1.1,2.8,25,26,76,0.16,0.08,0.24,0.16,0.24,0.14,0.09,0.23,0.14,0.23
2024,7,9,24/25,Alavés,UNAM Pumas,4000000,3000000,Rubén Duarte,ESP,DF,Alavés,es La Liga,27,1995,28,21,1878,20.9,2,1,3,2,0,0,7,0,0.7,0.7,1.5,2.2,16,81,39,0.1,0.05,0.14,0.1,0.14,0.03,0.07,0.1,0.03,0.1
2024,7,1,24/25,Aston Villa,OGC Nice,4000000,8000000,Morgan Sanson,FRA,MF,Nice,fr Ligue 1,28,1994,29,24,1964,21.8,2,3,5,2,0,0,4,0,3.3,3.3,4,7.3,57,75,98,0.09,0.14,0.23,0.09,0.23,0.15,0.18,0.33,0.15,0.33
2024,7,1,24/25,1.FC Köln,VfB Stuttgart,4000000,9000000,Julian Chabot,GER,DF,Köln,de Bundesliga,25,1998,32,32,2703,30,0,0,0,0,0,0,9,1,1.4,1.4,0.4,1.8,17,71,8,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
2024,8,30,24/25,FC Augsburg,Heidenheim,3500000,4000000,Niklas Dorsch,GER,MF,Augsburg,de Bundesliga,25,1998,21,16,1386,15.4,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,12,47,12,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
2024,7,8,24/25,FC Empoli,Cagliari,3500000,3500000,Sebastiano Luperto,ITA,DF,Empoli,it Serie A,26,1996,38,38,3406,37.8,1,1,2,1,0,0,4,0,1.7,1.7,1,2.7,13,100,13,0.03,0.03,0.05,0.03,0.05,0.04,0.03,0.07,0.04,0.07
2024,7,1,24/25,Southampton,Real Betis,3500000,5000000,Romain Perraud,FRA,"DF,FW",Nice,fr Ligue 1,25,1997,19,2,370,4.1,0,1,1,0,0,0,2,0,0,0,0.9,1,6,11,13,0,0.24,0.24,0,0.24,0.01,0.23,0.24,0.01,0.24
2024,7,1,24/25,Lecce,Como,3500000,6000000,Gabriel Strefezza,BRA,FW,Lecce,it Serie A,26,1997,19,13,1112,12.4,1,0,1,0,1,1,4,0,2.5,1.7,1.2,2.8,34,54,81,0.08,0,0.08,0,0,0.2,0.09,0.29,0.14,0.23
2024,7,1,24/25,Frosinone,Brescia,3500000,1400000,Gennaro Borrelli,ITA,FW,Frosinone,it Serie A,23,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024,7,9,24/25,Leeds,Real Betis,3250000,7000000,Diego Llorente,ESP,DF,Roma,it Serie A,29,1993,29,27,2170,24.1,1,1,2,1,0,0,5,0,0.3,0.3,0.6,0.9,20,75,5,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04
2024,7,1,24/25,Union Berlin,Genoa,3100000,3000000,Morten Thorsby,NOR,MF,Genoa,it Serie A,27,1996,24,9,1157,12.9,2,2,4,2,0,0,2,0,1.8,1.8,1.4,3.2,6,28,39,0.16,0.16,0.31,0.16,0.31,0.14,0.11,0.25,0.14,0.25
2024,8,28,24/25,Le Havre AC,Parma,3000000,1500000,Antoine Joujou,FRA,"FW,MF",Le Havre,fr Ligue 1,20,2003,23,6,779,8.7,0,2,2,0,0,0,1,0,1.1,1.1,0.6,1.8,35,22,82,0,0.23,0.23,0,0.23,0.13,0.07,0.2,0.13,0.2
2024,8,6,24/25,Atalanta BC,Stade Rennais,3000000,3500000,Hans Hateboer,NED,DF,Atalanta,it Serie A,29,1994,23,10,1113,12.4,0,1,1,0,0,0,5,0,0.3,0.3,2,2.4,19,42,71,0,0.08,0.08,0,0.08,0.03,0.16,0.19,0.03,0.19
2024,7,20,24/25,Salernitana,Olympiacos,3000000,5500000,Lorenzo Pirola,ITA,DF,Salernitana,it Serie A,21,2002,27,24,1987,22.1,1,0,1,1,0,0,4,0,0.9,0.9,0,0.9,13,57,7,0.05,0,0.05,0.05,0.05,0.04,0,0.04,0.04,0.04
2024,7,1,24/25,Toulouse,VfB Stuttgart,3000000,7000000,Anthony Rouault,FRA,DF,Stuttgart,de Bundesliga,22,2001,22,11,1010,11.2,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,8,68,10,0,0.18,0.18,0,0.18,0.01,0.07,0.08,0.01,0.08
2024,7,1,24/25,R Charleroi SC,Hellas Verona,3000000,3000000,Jackson Tchatchoua,CMR,DF,Hellas Verona,it Serie A,21,2001,26,19,1725,19.2,0,2,2,0,0,0,2,0,0,0,1.3,1.3,34,53,66,0,0.1,0.1,0,0.1,0,0.07,0.07,0,0.07
2025,2,5,24/25,Wolves,Galatasaray,2500000,9000000,Mario Lemina,GAB,MF,Wolves,eng Premier League,29,1993,35,34,2968,33,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32,76,49,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19
2025,2,3,24/25,Torino,Como,2500000,3000000,Mërgim Vojvoda,KVX,DF,Torino,it Serie A,28,1995,28,15,1379,15.3,0,3,3,0,0,0,3,0,0.4,0.4,1.4,1.8,30,91,72,0,0.2,0.2,0,0.2,0.02,0.09,0.12,0.02,0.12
2025,1,13,24/25,Le Havre AC,Basaksehir,2500000,4000000,Christopher Operi,CIV,DF,Le Havre,fr Ligue 1,26,1997,28,28,2445,27.2,3,4,7,3,0,0,6,0,1.2,1.2,4,5.1,31,82,111,0.11,0.15,0.26,0.11,0.26,0.04,0.15,0.19,0.04,0.19
2025,1,10,24/25,FC Augsburg,Sevilla FC,2500000,7000000,Ruben Vargas,SUI,"MF,FW",Augsburg,de Bundesliga,24,1998,31,25,1962,21.8,4,5,9,4,0,0,3,0,3.9,3.9,2.4,6.3,57,77,145,0.18,0.23,0.41,0.18,0.41,0.18,0.11,0.29,0.18,0.29
2024,8,30,24/25,Lens,Hellas Verona,2500000,500000,Ayanda Sishuba,BEL,"MF,FW",Lens,fr Ligue 1,18,2005,7,0,62,0.7,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,7,1,10,0,0,0,0,0,1.27,0.04,1.31,1.27,1.31
2024,8,14,24/25,Real Madrid,Real Valladolid,2500000,2800000,Juanmi Latasa,ESP,FW,Getafe,es La Liga,22,2001,32,15,1555,17.3,2,0,2,2,0,0,7,1,3.6,3.5,1.5,5,7,16,82,0.12,0,0.12,0.12,0.12,0.21,0.09,0.29,0.2,0.29
2024,7,1,24/25,SC Freiburg,FC Augsburg,2500000,6000000,Keven Schlotterbeck,GER,DF,Bochum,de Bundesliga,26,1997,27,24,2185,24.3,5,1,6,5,0,0,9,0,2,2,0.6,2.7,9,93,15,0.21,0.04,0.25,0.21,0.25,0.08,0.03,0.11,0.08,0.11
2024,8,29,24/25,Burnley,Ajax,2380000,6000000,Wout Weghorst,NED,FW,Hoffenheim,de Bundesliga,30,1992,28,24,1977,22,7,3,10,6,1,1,4,0,7.2,6.4,3.5,9.9,14,57,132,0.32,0.14,0.46,0.27,0.41,0.33,0.16,0.49,0.29,0.45
2025,1,7,24/25,Le Havre AC,Cercle Brugge,2300000,800000,Steve Ngoura,FRA,"FW,MF",Le Havre,fr Ligue 1,18,2005,12,1,223,2.5,0,1,1,0,0,0,0,0,0.5,0.5,0.1,0.6,3,9,19,0,0.4,0.4,0,0.4,0.19,0.03,0.22,0.19,0.22
2024,9,2,24/25,OGC Nice,Feyenoord,2200000,8000000,Jordan Lotomba,SUI,DF,Nice,fr Ligue 1,24,1998,28,21,1804,20,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2,36,52,40,0.05,0,0.05,0.05,0.05,0.04,0.05,0.1,0.04,0.1
2024,9,11,24/25,Frosinone,Rubin Kazan,2000000,900000,Marvin Cuni,ALB,FW,Frosinone,it Serie A,22,2001,22,6,534,5.9,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,6,11,45,0.17,0,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28
2024,8,29,24/25,Monaco,Torino,2000000,10000000,Guillermo Maripán,CHI,DF,Monaco,fr Ligue 1,29,1994,23,21,1767,19.6,1,0,1,1,0,0,0,1,0.4,0.4,0.5,0.9,4,59,5,0.05,0,0.05,0.05,0.05,0.02,0.02,0.05,0.02,0.05
2024,8,16,24/25,Chelsea,R. Strasbourg,2000000,3000000,Diego Moreira,POR,"FW,MF",Lyon,fr Ligue 1,18,2004,7,4,270,3,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1,10,12,23,0,0,0,0,0,0.24,0.11,0.35,0.24,0.35
2024,7,30,24/25,Club Brugge,Olympiacos,2000000,3500000,Roman Yaremchuk,UKR,FW,Valencia,es La Liga,27,1995,25,11,928,10.3,3,0,3,3,0,0,2,0,4.6,4.6,0.1,4.8,12,20,46,0.29,0,0.29,0.29,0.29,0.45,0.01,0.46,0.45,0.46
2024,7,12,24/25,Lazio,Besiktas,2000000,4000000,Ciro Immobile,ITA,FW,Lazio,it Serie A,33,1990,31,21,1652,18.4,7,1,8,3,4,4,8,0,9.7,6.6,2.1,8.6,19,39,123,0.38,0.05,0.44,0.16,0.22,0.53,0.11,0.64,0.36,0.47
2024,7,4,24/25,RM Castilla,Getafe,2000000,3000000,Peter Federico,DOM,"MF,FW",Valencia,es La Liga,21,2002,15,5,649,7.2,0,0,0,0,0,0,1,0,1.7,1.7,1,2.7,19,16,48,0,0,0,0,0,0.24,0.14,0.38,0.24,0.38
2024,7,1,24/25,Real Betis,Spartak Moscow,2000000,5000000,Willian José,BRA,FW,Betis,es La Liga,31,1991,33,25,1971,21.9,10,5,15,10,0,0,0,1,5.7,5.7,2.5,8.2,8,32,90,0.46,0.23,0.68,0.46,0.68,0.26,0.12,0.37,0.26,0.37
2024,7,1,24/25,Salernitana,Genoa,2000000,1800000,Emil Bohinen,NOR,MF,Genoa,it Serie A,24,1999,5,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,1,0,0,0,0,0,0,0.17,0.17,0,0.17
2024,7,1,24/25,FC St. Gallen,VfB Stuttgart,2000000,5000000,Leonidas Stergiou,SUI,DF,Stuttgart,de Bundesliga,21,2002,15,6,594,6.6,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,6,17,22,0.15,0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11
2024,7,1,24/25,Nottm Forest,Bologna,1900000,6500000,Remo Freuler,SUI,MF,Bologna,it Serie A,31,1992,32,30,2624,29.2,1,1,2,1,0,0,9,0,1.2,1.2,1.1,2.3,37,165,48,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08
2025,1,28,24/25,Monza,Fiorentina,1800000,3500000,Pablo Marí,ESP,DF,Monza,it Serie A,29,1993,34,30,2615,29.1,0,0,0,0,0,0,7,0,0.4,0.4,0.3,0.7,2,62,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
2025,1,7,24/25,Slavia Prague,R Charleroi SC,1800000,2200000,Aiham Ousou,SYR,DF,Cádiz,es La Liga,23,2000,6,5,430,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,7,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
2024,8,14,24/25,Salernitana,Lecce,1800000,3500000,Lassana Coulibaly,MLI,MF,Salernitana,it Serie A,27,1996,28,25,2082,23.1,0,1,1,0,0,0,5,0,0.6,0.6,0.8,1.4,29,88,38,0,0.04,0.04,0,0.04,0.03,0.04,0.06,0.03,0.06
2024,7,24,24/25,Salernitana,OH Leuven,1800000,1800000,Chukwubuikem Ikwuemesi,NGA,FW,Salernitana,it Serie A,21,2001,25,11,1061,11.8,1,1,2,1,0,0,2,0,2.4,2.4,0.7,3.1,11,10,70,0.08,0.08,0.17,0.08,0.17,0.21,0.06,0.26,0.21,0.26
2024,7,15,24/25,Bournemouth,Sheff Utd,1790000,2000000,Kieffer Moore,WAL,"FW,MF",Bournemouth,eng Premier League,30,1992,8,0,108,1.2,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,2,4,15,0.83,0,0.83,0.83,0.83,1.23,0.2,1.44,1.23,1.44
2025,1,8,24/25,TSG Hoffenheim,VfB Stuttgart,1700000,6000000,Jacob Bruun Larsen,DEN,"MF,FW",Burnley,eng Premier League,24,1998,32,16,1249,13.9,6,0,6,5,1,1,1,0,5,4.2,1.5,5.7,61,38,146,0.43,0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41
2024,7,1,24/25,Lens,Stade Brestois,1700000,1500000,Julien Le Cardinal,FRA,DF,Brest,fr Ligue 1,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3,24,4,0,0,0,0,0,0.05,0.02,0.08,0.05,0.08
2024,7,2,24/25,Bor. Dortmund,Rio Ave,1600000,1500000,Ole Pohlmann,GER,MF,Dortmund,de Bundesliga,22,2001,2,0,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,4,0,0,0,0,0,0.09,0.1,0.19,0.09,0.19
2025,1,20,24/25,Brighton,Feyenoord,1500000,10000000,Jakub Moder,POL,"MF,DF",Brighton,eng Premier League,24,1999,17,6,618,6.9,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.3,10,23,26,0,0,0,0,0,0.08,0.11,0.2,0.08,0.2
2024,7,25,24/25,Lecce,Palermo,1500000,3000000,Alexis Blin,FRA,MF,Lecce,it Serie A,26,1996,31,16,1642,18.2,0,2,2,0,0,0,4,0,1.1,1.1,0.7,1.8,7,60,11,0,0.11,0.11,0,0.11,0.06,0.04,0.1,0.06,0.1
2024,7,23,24/25,Villarreal,RCD Mallorca,1500000,2200000,Johan Mojica,COL,DF,Osasuna,es La Liga,30,1992,30,22,2041,22.7,0,3,3,0,0,0,1,0,1,1,2.6,3.6,57,82,117,0,0.13,0.13,0,0.13,0.04,0.11,0.16,0.04,0.16
2024,7,16,24/25,Real Sociedad,Getafe,1500000,1500000,Diego Rico,ESP,DF,Getafe,es La Liga,30,1993,32,28,2535,28.2,0,7,7,0,0,0,10,0,0.3,0.3,3.8,4.1,28,119,79,0,0.25,0.25,0,0.25,0.01,0.14,0.15,0.01,0.15
2024,7,1,24/25,Espanyol,Real Madrid,1500000,5000000,Joselu,ESP,FW,Real Madrid,es La Liga,33,1990,34,15,1687,18.7,10,2,12,10,0,2,1,0,11.6,10,1.7,11.7,15,20,98,0.53,0.11,0.64,0.53,0.64,0.62,0.09,0.71,0.53,0.62
2024,7,1,24/25,KRC Genk,1.FC Köln,1500000,2000000,Rasmus Carstensen,DEN,"DF,FW",Köln,de Bundesliga,22,2000,23,18,1659,18.4,0,0,0,0,0,0,2,1,0.9,0.9,2.6,3.5,32,52,89,0,0,0,0,0,0.05,0.14,0.19,0.05,0.19
